t [s]	η [m]
5076.375	1.817361
5076.5	1.796823
5076.625	1.7583688
5076.75	1.7088681
5076.875	1.6548638
5077.0	1.6019711
5077.125	1.5544394
5077.25	1.5148643
5077.375	1.484197
5077.5	1.4618671
5077.625	1.4460933
5077.75	1.4343143
5077.875	1.423595
5078.0	1.4110864
5078.125	1.3943993
5078.25	1.3718126
5078.375	1.3424348
5078.5	1.3062185
5078.625	1.2638364
5078.75	1.2165517
5078.875	1.1659496
5079.0	1.1137674
5079.125	1.0616443
5079.25	1.0109533
5079.375	0.9626995
5079.5	0.9174088
5079.625	0.87509876
5079.75	0.83523047
5079.875	0.7967595
5080.0	0.75809014
5080.125	0.7171053
5080.25	0.67120135
5080.375	0.6173021
5080.5	0.55196655
5080.625	0.47149432
5080.75	0.37212297
5080.875	0.25026098
5081.0	0.10280001
5081.125	-0.07257894
5081.25	-0.27705112
5081.375	-0.51036376
5081.5	-0.7706116
5081.625	-1.0541006
5081.75	-1.355401
5081.875	-1.6675175
5082.0	-1.9822526
5082.125	-2.2906537
5082.25	-2.5835912
5082.375	-2.8524272
5082.5	-3.0896008
5082.625	-3.2891521
5082.75	-3.4471045
5082.875	-3.561717
5083.0	-3.633406
5083.125	-3.664538
5083.25	-3.659059
5083.375	-3.6217768
5083.5	-3.5578513
5083.625	-3.4720352
5083.75	-3.3680816
5083.875	-3.2483287
5084.0	-3.1134672
5084.125	-2.9624968
5084.25	-2.7930114
5084.375	-2.6016405
5084.5	-2.3846886
5084.625	-2.1388276
5084.75	-1.8618054
5084.875	-1.5530351
5085.0	-1.2140071
5085.125	-0.8484684
5085.25	-0.4623065
5085.375	-0.06316761
5085.5	0.34015378
5085.625	0.73851013
5085.75	1.1232278
5085.875	1.4869552
5086.0	1.8243023
5086.125	2.132304
5086.25	2.4105616
5086.375	2.6610675
5086.5	2.8877676
5086.625	3.095784
5086.75	3.2905376
5086.875	3.476857
5087.0	3.658015
5087.125	3.835121
5087.25	4.006627
5087.375	4.168266
5087.5	4.313265
5087.625	4.432981
5087.75	4.5176196
5087.875	4.5573015
5088.0	4.5430317
5088.125	4.4676695
5088.25	4.3266535
5088.375	4.118487
5088.5	3.844917
5088.625	3.5108032
5088.75	3.1236606
5088.875	2.6930234
5089.0	2.2297013
5089.125	1.7449539
5089.25	1.2498668
5089.375	0.7547047
5089.5	0.26861843
5089.625	-0.20052545
5089.75	-0.64608777
5089.875	-1.0624771
5090.0	-1.4449012
5090.125	-1.7891208
5090.25	-2.091301
5090.375	-2.3479276
5090.5	-2.5559678
5090.625	-2.7131062
5090.75	-2.818034
5090.875	-2.8708954
5091.0	-2.8735604
5091.125	-2.8298533
5091.25	-2.7455094
5091.375	-2.6280284
5091.5	-2.4862318
5091.625	-2.3295436
5091.75	-2.1673112
5091.875	-2.0079799
5092.0	-1.8583325
5092.125	-1.722986
5092.25	-1.6040056
5092.375	-1.5009749
5092.5	-1.4112477
5092.625	-1.3305573
5092.75	-1.253794
5092.875	-1.1759466
5093.0	-1.0929174
5093.125	-1.0023175
5093.25	-0.90395296
5093.375	-0.80002856
5093.5	-0.69498247
5093.625	-0.5950232
5093.75	-0.5073871
5093.875	-0.4393941
5094.0	-0.3975168
5094.125	-0.38646024
5094.25	-0.40844738
5094.375	-0.46278223
5094.5	-0.5457404
5094.625	-0.65077955
5094.75	-0.76907307
5094.875	-0.8902484
5095.0	-1.0032985
5095.125	-1.0974933
5095.25	-1.1632316
5095.375	-1.1927478
5095.5	-1.1805822
5095.625	-1.123814
5095.75	-1.022078
5095.875	-0.87733483
5096.0	-0.6935494
5096.125	-0.4762458
5096.25	-0.23206665
5096.375	0.031640742
5096.5	0.30716634
5096.625	0.58669406
5096.75	0.86249244
5096.875	1.1270477
5097.0	1.3731698
5097.125	1.5941371
5097.25	1.7838656
5097.375	1.9370939
5097.5	2.0496855
5097.625	2.1188734
5097.75	2.1435053
5097.875	2.1242568
5098.0	2.063696
5098.125	1.9662398
5098.25	1.8378948
5098.375	1.6859624
5098.5	1.518497
5098.625	1.3437783
5098.75	1.169718
5098.875	1.0033233
5099.0	0.8503079
5099.125	0.7147858
5099.25	0.5991895
5099.375	0.5043646
5099.5	0.42978913
5099.625	0.3739337
5099.75	0.33465216
5099.875	0.309567
5100.0	0.29641923
5100.125	0.29326123
5100.25	0.2985631
5100.375	0.3111784
5100.5	0.3301858
5100.625	0.3546971
5100.75	0.38361916
5100.875	0.41546792
5101.0	0.44824794
5101.125	0.4794674
5101.25	0.50624347
5101.375	0.5255332
5101.5	0.53444916
5101.625	0.5305921
5101.75	0.512375
5101.875	0.47927815
5102.0	0.43198505
5102.125	0.37238058
5102.25	0.30340955
5102.375	0.22879013
5102.5	0.15264095
5102.625	0.07904365
5102.75	0.011611997
5102.875	-0.046893954
5103.0	-0.09485123
5103.125	-0.13193995
5103.25	-0.1591753
5103.375	-0.17878737
5103.5	-0.19401504
5103.625	-0.2087905
5103.75	-0.22739653
5103.875	-0.25411838
5104.0	-0.29289207
5104.125	-0.34703553
5104.25	-0.41901958
5104.375	-0.5103106
5104.5	-0.62128675
5104.625	-0.7511853
5104.75	-0.8981339
5104.875	-1.0591948
5105.0	-1.2304691
5105.125	-1.4072231
5105.25	-1.5840725
5105.375	-1.7552359
5105.5	-1.9147673
5105.625	-2.0569193
5105.75	-2.176457
5105.875	-2.2690246
5106.0	-2.3314576
5106.125	-2.3619947
5106.25	-2.3604445
5106.375	-2.328177
5106.5	-2.2680047
5106.625	-2.1838574
5106.75	-2.0803466
5106.875	-1.9623185
5107.0	-1.8342448
5107.125	-1.6997547
5107.25	-1.5612011
5107.375	-1.4194001
5107.5	-1.2735626
5107.625	-1.1214364
5107.75	-0.9596559
5107.875	-0.78425163
5108.0	-0.5912261
5108.125	-0.37723884
5108.25	-0.14016348
5108.375	0.12044157
5108.5	0.40306166
5108.625	0.7041756
5108.75	1.0184312
5108.875	1.3390322
5109.0	1.6582692
5109.125	1.9681451
5109.25	2.26099
5109.375	2.5300424
5109.5	2.7698271
5109.625	2.9763987
5109.75	3.1473725
5109.875	3.281757
5110.0	3.3796928
5110.125	3.441979
5110.25	3.4697344
5110.375	3.4639988
5110.5	3.4254637
5110.625	3.3544235
5110.75	3.250736
5110.875	3.114143
5111.0	2.9444804
5111.125	2.7421305
5111.25	2.508323
5111.375	2.2454588
5111.5	1.9572825
5111.625	1.6488073
5111.75	1.3262076
5111.875	0.99638754
5112.0	0.6665766
5112.125	0.3437342
5112.25	0.03403137
5112.375	-0.2576293
5112.5	-0.52794975
5112.625	-0.7753841
5112.75	-1.0001037
5112.875	-1.2037659
5113.0	-1.3890766
5113.125	-1.5592813
5113.25	-1.7175981
5113.375	-1.8666332
5113.5	-2.0079336
5113.625	-2.1416621
5113.75	-2.266481
5113.875	-2.3795717
5114.0	-2.4769924
5114.125	-2.554075
5114.25	-2.605992
5114.375	-2.6284058
5114.5	-2.6180456
5114.625	-2.5732594
5114.75	-2.4943547
5114.875	-2.3838377
5115.0	-2.246326
5115.125	-2.088327
5115.25	-1.9177082
5115.375	-1.7431794
5115.5	-1.5734525
5115.625	-1.4165154
5115.75	-1.2789161
5115.875	-1.1651047
5116.0	-1.0770276
5116.125	-1.0139072
5116.25	-0.9722877
5116.375	-0.94633895
5116.5	-0.9284094
5116.625	-0.90971416
5116.75	-0.8812016
5116.875	-0.83440715
5117.0	-0.7622608
5117.125	-0.6597518
5117.25	-0.5243921
5117.375	-0.35639793
5117.5	-0.15860072
5117.625	0.06390391
5117.75	0.30433196
5117.875	0.5549617
5118.0	0.80791295
5118.125	1.055938
5118.25	1.2930393
5118.375	1.5149508
5118.5	1.7193081
5118.625	1.9056059
5118.75	2.0748503
5118.875	2.2290769
5119.0	2.3707085
5119.125	2.501906
5119.25	2.6239567
5119.375	2.7368727
5119.5	2.839169
5119.625	2.9278994
5119.75	2.9988656
5119.875	3.0471616
5120.0	3.0677195
5120.125	3.055887
5120.25	3.0080183
5120.375	2.921878
5120.5	2.7967956
5120.625	2.6336591
5120.75	2.4346387
5120.875	2.2027416
5121.0	1.9413017
5121.125	1.6534227
5121.25	1.341591
5121.375	1.0074059
5121.5	0.6516125
5121.625	0.27438802
5121.75	-0.124175064
5121.875	-0.5433686
5122.0	-0.98113567
5122.125	-1.4333708
5122.25	-1.8934251
5122.375	-2.3519244
5122.5	-2.796859
5122.625	-3.214143
5122.75	-3.588501
5122.875	-3.904574
5123.0	-4.148268
5123.125	-4.3079877
5123.25	-4.375725
5123.375	-4.3479767
5123.5	-4.2259746
5123.625	-4.015751
5123.75	-3.7274964
5123.875	-3.374695
5124.0	-2.9728098
5124.125	-2.5380106
5124.25	-2.0858479
5124.375	-1.6300576
5124.5	-1.1818186
5124.625	-0.7493243
5124.75	-0.33777124
5124.875	0.0502171
5125.0	0.41392368
5125.125	0.753668
5125.25	1.0699341
5125.375	1.3625983
5125.5	1.6304129
5125.625	1.8707894
5125.75	2.0799131
5125.875	2.2531593
5126.0	2.3857589
5126.125	2.4735572
5126.25	2.513719
5126.375	2.5053864
5126.5	2.449973
5126.625	2.3512583
5126.75	2.215084
5126.875	2.0488045
5127.0	1.8605177
5127.125	1.6582446
5127.25	1.449098
5127.375	1.2386522
5127.5	1.0305516
5127.625	0.8264313
5127.75	0.6261786
5127.875	0.42846975
5128.0	0.2314778
5128.125	0.033708483
5128.25	-0.16524242
5128.375	-0.36407793
5128.5	-0.5594721
5128.625	-0.7460633
5128.75	-0.9167618
5128.875	-1.0634087
5129.0	-1.1776166
5129.125	-1.2517513
5129.25	-1.2798947
5129.375	-1.2586871
5129.5	-1.1878968
5129.625	-1.0707114
5129.75	-0.91367435
5129.875	-0.7262393
5130.0	-0.52011013
5130.125	-0.30831343
5130.25	-0.1041915
5130.375	0.07961212
5130.5	0.23205818
5130.625	0.34444705
5130.75	0.41093054
5130.875	0.42876247
5131.0	0.39831156
5131.125	0.32286915
5131.25	0.20827551
5131.375	0.062445693
5131.5	-0.10517203
5131.625	-0.2841738
5131.75	-0.46375027
5131.875	-0.6332221
5132.0	-0.7825452
5132.125	-0.9027729
5132.25	-0.98647445
5132.375	-1.0281276
5132.5	-1.0244309
5132.625	-0.97454065
5132.75	-0.88019496
5132.875	-0.74569905
5133.0	-0.5777562
5133.125	-0.38508514
5133.25	-0.17789249
5133.375	0.0328243
5133.5	0.23607638
5133.625	0.42173344
5133.75	0.58133394
5133.875	0.7087858
5134.0	0.80086327
5134.125	0.8574684
5134.25	0.881572
5134.375	0.87889695
5134.5	0.8572984
5134.625	0.82594156
5134.75	0.7943583
5134.875	0.77147037
5135.0	0.76464355
5135.125	0.77897835
5135.25	0.81678176
5135.375	0.8773397
5135.5	0.9570217
5135.625	1.0496382
5135.75	1.1470761
5135.875	1.2400901
5136.0	1.319149
5136.125	1.3753603
5136.25	1.4012234
5136.375	1.3912495
5136.5	1.3424184
5136.625	1.2543051
5136.75	1.129045
5136.875	0.9710377
5137.0	0.78650784
5137.125	0.5828934
5137.25	0.36819884
5137.375	0.15034057
5137.5	-0.06346303
5137.625	-0.26719812
5137.75	-0.45643008
5137.875	-0.6285009
5138.0	-0.7825792
5138.125	-0.91951174
5138.25	-1.0415398
5138.375	-1.1518772
5138.5	-1.2542285
5138.625	-1.3521842
5138.75	-1.4487464
5138.875	-1.5457801
5139.0	-1.64366
5139.125	-1.7410331
5139.25	-1.8347915
5139.375	-1.9201968
5139.5	-1.9912748
5139.625	-2.0413017
5139.75	-2.063495
5139.875	-2.0517297
5140.0	-2.0012822
5140.125	-1.9094497
5140.25	-1.7760886
5140.375	-1.6038339
5140.5	-1.3981254
5140.625	-1.16695
5140.75	-0.9202635
5140.875	-0.6692541
5141.0	-0.42539534
5141.125	-0.19948585
5141.25	-0.00068473234
5141.375	0.16427039
5141.5	0.29165703
5141.625	0.3810488
5141.75	0.4352811
5141.875	0.46009594
5142.0	0.4634948
5142.125	0.4548921
5142.25	0.4441281
5142.375	0.44046003
5142.5	0.45165345
5142.625	0.48322973
5142.75	0.53797835
5142.875	0.615734
5143.0	0.7134989
5143.125	0.82578003
5143.25	0.9452301
5143.375	1.0633708
5143.5	1.1714859
5143.625	1.2613518
5143.75	1.326084
5143.875	1.3606181
5144.0	1.3621427
5144.125	1.3302308
5144.25	1.2667931
5144.375	1.1757872
5144.5	1.0628499
5144.625	0.93472594
5144.75	0.79871994
5144.875	0.66212106
5145.0	0.53166705
5145.125	0.41310987
5145.25	0.31090152
5145.375	0.2279854
5145.5	0.1657557
5145.625	0.12411408
5145.75	0.10165358
5145.875	0.095918596
5146.0	0.10374625
5146.125	0.1216142
5146.25	0.1460065
5146.375	0.17373675
5146.5	0.2022346
5146.625	0.22972919
5146.75	0.25536093
5146.875	0.27919117
5147.0	0.30211392
5147.125	0.32567376
5147.25	0.35182944
5147.375	0.38267833
5147.5	0.4201333
5147.625	0.4656703
5147.75	0.5200616
5147.875	0.58321106
5148.0	0.65404856
5148.125	0.73051304
5148.25	0.809625
5148.375	0.88759285
5148.5	0.9600328
5148.625	1.0221514
5148.75	1.0690075
5148.875	1.0957348
5149.0	1.097747
5149.125	1.0709668
5149.25	1.0120181
5149.375	0.91837865
5149.5	0.78857696
5149.625	0.6223357
5149.75	0.4207156
5149.875	0.18624909
5150.0	-0.076987706
5150.125	-0.36336562
5150.25	-0.6657763
5150.375	-0.9758176
5150.5	-1.2841107
5150.625	-1.5807482
5150.75	-1.8558207
5150.875	-2.1000614
5151.0	-2.305509
5151.125	-2.4660969
5151.25	-2.5781658
5151.375	-2.6408582
5151.5	-2.6562042
5151.625	-2.629009
5151.75	-2.5664766
5151.875	-2.4776046
5152.0	-2.3723452
5152.125	-2.2607772
5152.25	-2.1520803
5152.375	-2.0538106
5152.5	-1.9711883
5152.625	-1.9067086
5152.75	-1.8599929
5152.875	-1.8280373
5153.0	-1.805592
5153.125	-1.7859325
5153.25	-1.7615923
5153.375	-1.7252439
5153.5	-1.6704782
5153.625	-1.5924103
5153.75	-1.4880867
5153.875	-1.3566432
5154.0	-1.1991471
5154.125	-1.0183371
5154.25	-0.8180357
5154.375	-0.60263693
5154.5	-0.3764704
5154.625	-0.14330961
5154.75	0.093994826
5154.875	0.33370677
5155.0	0.57521355
5155.125	0.81882685
5155.25	1.0654923
5155.375	1.3163992
5155.5	1.5725601
5155.625	1.8344496
5155.75	2.1017134
5155.875	2.3729994
5156.0	2.6459029
5156.125	2.9170892
5156.25	3.182312
5156.375	3.4367619
5156.5	3.675204
5156.625	3.8922126
5156.75	4.082387
5156.875	4.2404633
5157.0	4.361516
5157.125	4.440978
5157.25	4.474818
5157.375	4.4598556
5157.5	4.3936653
5157.625	4.2750344
5157.75	4.1040506
5157.875	3.8824072
5158.0	3.6134858
5158.125	3.3023677
5158.25	2.9558163
5158.375	2.581875
5158.5	2.1895454
5158.625	1.7881762
5158.75	1.3867776
5158.875	0.99341094
5159.0	0.6145178
5159.125	0.25447854
5159.25	-0.08469438
5159.375	-0.4033853
5159.5	-0.7041534
5159.625	-0.9912777
5159.75	-1.2701043
5159.875	-1.5462899
5160.0	-1.8250029
5160.125	-2.1102326
5160.25	-2.4042318
5160.375	-2.7071445
5160.5	-3.01695
5160.625	-3.3296
5160.75	-3.6393783
5160.875	-3.9394205
5161.0	-4.2223687
5161.125	-4.4807944
5161.25	-4.7079053
5161.375	-4.8977175
5161.5	-5.045268
5161.625	-5.146818
5161.75	-5.1995645
5161.875	-5.2015467
5162.0	-5.1514406
5162.125	-5.0483823
5162.25	-4.891995
5162.375	-4.6823187
5162.5	-4.420134
5162.625	-4.1071095
5162.75	-3.7460766
5162.875	-3.3413253
5163.0	-2.8987367
5163.125	-2.4257538
5163.25	-1.9311945
5163.375	-1.4248391
5163.5	-0.9168682
5163.625	-0.41722995
5163.75	0.06506199
5163.875	0.5225168
5164.0	0.9496128
5164.125	1.3430269
5164.25	1.7015796
5164.375	2.0259805
5164.5	2.3182664
5164.625	2.5811975
5164.75	2.8175843
5164.875	3.0296297
5165.0	3.218491
5165.125	3.3840537
5165.25	3.5249808
5165.375	3.6389623
5165.5	3.7232964
5165.625	3.7754436
5165.75	3.7936814
5165.875	3.7776477
5166.0	3.7287161
5166.125	3.6500025
5166.25	3.5462608
5166.375	3.4233086
5166.5	3.2874336
5166.625	3.1445494
5166.75	2.9995043
5166.875	2.8554587
5167.0	2.713503
5167.125	2.572633
5167.25	2.4300723
5167.375	2.2817807
5167.5	2.1233375
5167.625	1.950811
5167.75	1.7615845
5167.875	1.5550647
5168.0	1.3330636
5168.125	1.0997881
5168.25	0.86145437
5168.375	0.6256213
5168.5	0.4001849
5168.625	0.19232209
5168.75	0.0074776174
5168.875	-0.15146823
5169.0	-0.28469095
5169.125	-0.39548266
5169.25	-0.48990142
5169.375	-0.575995
5169.5	-0.66274166
5169.625	-0.7588091
5169.75	-0.87134624
5169.875	-1.0049368
5170.0	-1.1608653
5170.125	-1.3368362
5170.25	-1.5271354
5170.375	-1.7232308
5170.5	-1.914727
5170.625	-2.0906012
5170.75	-2.2404654
5170.875	-2.3556914
5171.0	-2.430421
5171.125	-2.4620492
5171.25	-2.4515107
5171.375	-2.4029503
5171.5	-2.3231914
5171.625	-2.2208662
5171.75	-2.1054556
5171.875	-1.986334
5172.0	-1.8719317
5172.125	-1.7691423
5172.25	-1.6829524
5172.375	-1.6163969
5172.5	-1.5706425
5172.625	-1.5453831
5172.75	-1.5391589
5172.875	-1.5497141
5173.0	-1.5742842
5173.125	-1.6096705
5173.25	-1.6522918
5173.375	-1.6980565
5173.5	-1.7421914
5173.625	-1.779134
5173.75	-1.8025559
5173.875	-1.8054833
5174.0	-1.7807214
5174.125	-1.7213937
5174.25	-1.6216487
5174.375	-1.4774511
5174.5	-1.2872586
5174.625	-1.0525761
5174.75	-0.77818185
5174.875	-0.47203004
5175.0	-0.14475286
5175.125	0.1911859
5175.25	0.52261955
5175.375	0.8369391
5175.5	1.1233481
5175.625	1.3739411
5175.75	1.5844375
5175.875	1.7545018
5176.0	1.8875616
5176.125	1.9901363
5176.25	2.0707788
5176.375	2.1387844
5176.5	2.2028036
5176.625	2.2694776
5176.75	2.342556
5176.875	2.4223018
5177.0	2.505437
5177.125	2.5856757
5177.25	2.6546178
5177.375	2.7031207
5177.5	2.7226405
5177.625	2.7067077
5177.75	2.6519935
5177.875	2.559034
5178.0	2.4324353
5178.125	2.28045
5178.25	2.1140761
5178.375	1.9457397
5178.5	1.7877277
5178.625	1.6506075
5178.75	1.5418333
5178.875	1.4647167
5179.0	1.417919
5179.125	1.3955356
5179.25	1.3877525
5179.375	1.381996
5179.5	1.3644134
5179.625	1.3215215
5179.75	1.2417994
5179.875	1.1169889
5180.0	0.94300926
5180.125	0.7203313
5180.25	0.45382008
5180.375	0.15205103
5180.5	-0.1737624
5180.625	-0.5110701
5180.75	-0.8473567
5180.875	-1.1713836
5181.0	-1.474152
5181.125	-1.7494329
5181.25	-1.9939563
5181.375	-2.2070713
5181.5	-2.3901088
5181.625	-2.5455132
5181.75	-2.6759462
5181.875	-2.783375
5182.0	-2.8684719
5182.125	-2.9302835
5182.25	-2.9662824
5182.375	-2.9727032
5182.5	-2.945238
5182.625	-2.879871
5182.75	-2.77372
5182.875	-2.62581
5183.0	-2.43757
5183.125	-2.2130768
5183.25	-1.9588907
5183.375	-1.6835561
5183.5	-1.3968551
5183.625	-1.1088387
5183.75	-0.8288742
5183.875	-0.56474805
5184.0	-0.32202524
5184.125	-0.10370352
5184.25	0.089776546
5184.375	0.26015496
5184.5	0.41069937
5184.625	0.5453599
5184.75	0.66786724
5184.875	0.7808892
5185.0	0.8854413
5185.125	0.9805072
5185.25	1.0631242
5185.375	1.1287031
5185.5	1.1717477
5185.625	1.1866921
5185.75	1.168845
5185.875	1.1153194
5186.0	1.0256555
5186.125	0.9022574
5186.25	0.7504032
5186.375	0.57790405
5186.5	0.39443406
5186.625	0.21060167
5186.75	0.036918245
5186.875	-0.11723133
5187.0	-0.24447314
5187.125	-0.34004915
5187.25	-0.40211377
5187.375	-0.43164235
5187.5	-0.4320183
5187.625	-0.40834966
5187.75	-0.36662298
5187.875	-0.31282607
5188.0	-0.25216514
5188.125	-0.18848586
5188.25	-0.1239755
5188.375	-0.059160136
5188.5	0.0067740353
5188.625	0.07546447
5188.75	0.14870232
5188.875	0.22774306
5189.0	0.31273213
5189.125	0.40232778
5189.25	0.49359185
5189.375	0.5821853
5189.5	0.66283005
5189.625	0.72999555
5189.75	0.7786674
5189.875	0.805133
5190.0	0.8076037
5190.125	0.78661036
5190.25	0.7451016
5190.375	0.68817675
5190.5	0.6225342
5190.625	0.55565614
5190.75	0.49489105
5190.875	0.44648165
5191.0	0.41477942
5191.125	0.40164456
5191.25	0.40621823
5191.375	0.42501673
5191.5	0.45240703
5191.625	0.48133805
5191.75	0.50428295
5191.875	0.51421946
5192.0	0.50554305
5192.125	0.47477576
5192.25	0.42100072
5192.375	0.34593993
5192.5	0.25371286
5192.625	0.15028796
5192.75	0.042737808
5192.875	-0.06160899
5193.0	-0.15598847
5193.125	-0.23488784
5193.25	-0.29451695
5193.375	-0.33301312
5193.5	-0.3503714
5193.625	-0.34813628
5193.75	-0.32893
5193.875	-0.295903
5194.0	-0.25219488
5194.125	-0.2005126
5194.25	-0.14286146
5194.375	-0.08047451
5194.5	-0.0139470305
5194.625	0.056506418
5194.75	0.13070188
5194.875	0.20812707
5195.0	0.28766775
5195.125	0.36746803
5195.25	0.44494304
5195.375	0.5169917
5195.5	0.5803144
5195.625	0.6318328
5195.75	0.669084
5195.875	0.6905468
5196.0	0.6958257
5196.125	0.68561417
5196.25	0.6614885
5196.375	0.6254894
5196.5	0.5796533
5196.625	0.5254559
5196.75	0.4634004
5196.875	0.39272627
5197.0	0.31140313
5197.125	0.21636158
5197.25	0.10400987
5197.375	-0.02904259
5197.5	-0.18519342
5197.625	-0.3650381
5197.75	-0.5667535
5197.875	-0.7857231
5198.0	-1.0145755
5198.125	-1.2435682
5198.25	-1.4614156
5198.375	-1.6563631
5198.5	-1.817477
5198.625	-1.9359196
5198.75	-2.0060794
5198.875	-2.0263593
5199.0	-1.9995108
5199.125	-1.9324462
5199.25	-1.8355805
5199.375	-1.7216173
5199.5	-1.6041598
5199.625	-1.4960634
5199.75	-1.4079362
5199.875	-1.3468833
5200.0	-1.315659
5200.125	-1.3123999
5200.25	-1.330873
5200.375	-1.3613013
5200.5	-1.3916203
5200.625	-1.40895
5200.75	-1.401175
5200.875	-1.3583673
5201.0	-1.2738912
5201.125	-1.1450734
5201.25	-0.9733369
5201.375	-0.76385266
5201.5	-0.52471805
5201.625	-0.26584974
5201.75	0.0022799321
5201.875	0.26986358
5202.0	0.5287835
5202.125	0.7733094
5202.25	1.0003858
5202.375	1.2095152
5202.5	1.4022558
5202.625	1.5814558
5202.75	1.7503594
5202.875	1.9116894
5203.0	2.0669055
5203.125	2.2157037
5203.25	2.3558412
5203.375	2.4832423
5203.5	2.5925336
5203.625	2.6775706
5203.75	2.7323472
5203.875	2.7516894
5204.0	2.731948
5204.125	2.6714003
5204.25	2.5706162
5204.375	2.4322517
5204.5	2.2608461
5204.625	2.0624166
5204.75	1.8438299
5204.875	1.6123433
5205.0	1.3749954
5205.125	1.138287
5205.25	0.9078826
5205.375	0.6884896
5205.5	0.4838194
5205.625	0.2966418
5205.75	0.12884828
5205.875	-0.01850378
5206.0	-0.14518312
5206.125	-0.2518094
5206.25	-0.33991975
5206.375	-0.41200393
5206.5	-0.4715075
5206.625	-0.5227077
5206.75	-0.5704867
5206.875	-0.6199381
5207.0	-0.67589337
5207.125	-0.74233586
5207.25	-0.8218549
5207.375	-0.91515636
5207.5	-1.0207659
5207.625	-1.1349915
5207.75	-1.2521192
5207.875	-1.3649622
5208.0	-1.4656367
5208.125	-1.546493
5208.25	-1.6011095
5208.375	-1.6252272
5208.5	-1.6174392
5208.625	-1.5795999
5208.75	-1.5167736
5208.875	-1.4368199
5209.0	-1.3495791
5209.125	-1.2657106
5209.25	-1.1954619
5209.375	-1.1473159
5209.5	-1.1269305
5209.625	-1.1362962
5209.75	-1.1733661
5209.875	-1.2321743
5210.0	-1.3034104
5210.125	-1.3754185
5210.25	-1.4354582
5210.375	-1.4711016
5210.5	-1.4715525
5210.625	-1.428768
5210.75	-1.3381547
5210.875	-1.1989231
5211.0	-1.0138826
5211.125	-0.7888677
5211.25	-0.53182673
5211.375	-0.2517516
5211.5	0.04244249
5211.625	0.34285903
5211.75	0.64331496
5211.875	0.9396909
5212.0	1.2298573
5212.125	1.5132811
5212.25	1.7903281
5212.375	2.0614634
5212.5	2.3264043
5212.625	2.5833864
5212.75	2.8287387
5212.875	3.0567517
5213.0	3.259877
5213.125	3.4293056
5213.25	3.5557117
5213.375	3.6302106
5213.5	3.645271
5213.625	3.5955114
5213.75	3.478261
5213.875	3.2938087
5214.0	3.0453198
5214.125	2.7384882
5214.25	2.3808565
5214.375	1.981107
5214.5	1.5482354
5214.625	1.0908998
5214.75	0.61687
5214.875	0.1328121
5215.0	-0.35574523
5215.125	-0.8441519
5215.25	-1.3282195
5215.375	-1.803748
5215.5	-2.266045
5215.625	-2.7095582
5215.75	-3.127722
5215.875	-3.5130985
5216.0	-3.8576488
5216.125	-4.15334
5216.25	-4.392793
5216.375	-4.570059
5216.5	-4.68121
5216.625	-4.724926
5216.75	-4.7026963
5216.875	-4.6187735
5217.0	-4.479819
5217.125	-4.2943115
5217.25	-4.071802
5217.375	-3.821831
5217.5	-3.5532846
5217.625	-3.2734504
5217.75	-2.987554
5217.875	-2.6984146
5218.0	-2.4065669
5218.125	-2.1104572
5218.25	-1.8070742
5218.375	-1.4925668
5218.5	-1.1630489
5218.625	-0.8152908
5218.75	-0.44731387
5218.875	-0.058794126
5219.0	0.34875837
5219.125	0.77206427
5219.25	1.2063335
5219.375	1.6456664
5219.5	2.0835586
5219.625	2.513411
5219.75	2.9289558
5219.875	3.3245957
5220.0	3.6955724
5220.125	4.0379796
5220.25	4.3487124
5220.375	4.6250896
5220.5	4.864836
5220.625	5.0656037
5220.75	5.224897
5220.875	5.339992
5221.0	5.4079375
5221.125	5.425796
5221.25	5.390951
5221.375	5.301446
5221.5	5.1564302
5221.625	4.9564466
5221.75	4.703805
5221.875	4.402597
5222.0	4.058728
5222.125	3.6795988
5222.25	3.2737122
5222.375	2.8501873
5222.5	2.4180415
5222.625	1.985641
5222.75	1.5600587
5222.875	1.1466768
5223.0	0.7489196
5223.125	0.36816576
5223.25	0.0039769174
5223.375	-0.34556344
5223.5	-0.6833019
5223.625	-1.0123624
5223.75	-1.3355179
5223.875	-1.6545726
5224.0	-1.9699416
5224.125	-2.2803338
5224.25	-2.5827994
5224.375	-2.872932
5224.5	-3.145262
5224.625	-3.3939679
5224.75	-3.613535
5224.875	-3.7994623
5225.0	-3.9489563
5225.125	-4.061315
5225.25	-4.1382046
5225.375	-4.183527
5225.5	-4.203158
5225.625	-4.204153
5225.75	-4.1940985
5225.875	-4.1800613
5226.0	-4.1677637
5226.125	-4.1607637
5226.25	-4.1598268
5226.375	-4.162721
5226.5	-4.1643357
5226.625	-4.1569986
5226.75	-4.131308
5226.875	-4.0770354
5227.0	-3.9843037
5227.125	-3.8445714
5227.25	-3.6516619
5227.375	-3.4024422
5227.5	-3.097217
5227.625	-2.7397258
5227.75	-2.3368123
5227.875	-1.8977537
5228.0	-1.433363
5228.125	-0.95497805
5228.25	-0.47348347
5228.375	0.001563648
5228.5	0.46252894
5228.625	0.90402657
5228.75	1.322882
5228.875	1.717824
5229.0	2.088874
5229.125	2.4366698
5229.25	2.7617114
5229.375	3.0636847
5229.5	3.3410292
5229.625	3.590734
5229.75	3.808503
5229.875	3.9890862
5230.0	4.1270175
5230.125	4.217362
5230.25	4.256572
