t [s]	η [m]
352.75	1.8996961
352.875	1.9971477
353.0	2.0935202
353.125	2.1947906
353.25	2.3050802
353.375	2.425916
353.5	2.5558157
353.625	2.6903841
353.75	2.8227067
353.875	2.9441743
354.0	3.0454757
354.125	3.1177151
354.25	3.1534088
354.375	3.1473048
354.5	3.0969226
354.625	3.002698
354.75	2.867771
354.875	2.697481
355.0	2.4986315
355.125	2.2785912
355.25	2.0444727
355.375	1.8024108
355.5	1.5570177
355.625	1.3111178
355.75	1.0657732
355.875	0.8205228
356.0	0.5738091
356.125	0.32350934
356.25	0.06750509
356.375	-0.19584125
356.5	-0.46730694
356.625	-0.7465898
356.75	-1.0322546
356.875	-1.3218153
357.0	-1.6119431
357.125	-1.8986975
357.25	-2.177813
357.375	-2.4449315
357.5	-2.695799
357.625	-2.9263828
357.75	-3.1329453
357.875	-3.3121479
358.0	-3.4610116
358.125	-3.577029
358.25	-3.6582613
358.375	-3.703423
358.5	-3.7120736
358.625	-3.684698
358.75	-3.622869
358.875	-3.5292325
359.0	-3.4074228
359.125	-3.2619243
359.25	-3.0977228
359.375	-2.9199445
359.5	-2.7334611
359.625	-2.5424263
359.75	-2.349924
359.875	-2.157772
360.0	-1.9664168
360.125	-1.7749833
360.25	-1.5815804
360.375	-1.383626
360.5	-1.1783206
360.625	-0.96310073
360.75	-0.736075
360.875	-0.49633002
361.0	-0.24410902
361.125	0.019177796
361.25	0.29107657
361.375	0.56833607
361.5	0.84722227
361.625	1.1238488
361.75	1.3944213
361.875	1.6554849
362.0	1.9039383
362.125	2.1370494
362.25	2.3523133
362.375	2.5473235
362.5	2.7195704
362.625	2.8664143
362.75	2.985031
362.875	3.0726357
363.0	3.1266341
363.125	3.1450102
363.25	3.1266923
363.375	3.0719004
363.5	2.9823449
363.625	2.8612945
363.75	2.713471
363.875	2.5446076
364.0	2.3610246
364.125	2.1689124
364.25	1.9736552
364.375	1.7792401
364.5	1.5877988
364.625	1.3994106
364.75	1.212237
364.875	1.0229344
365.0	0.8273244
365.125	0.6212701
365.25	0.40160298
365.375	0.16698718
365.5	-0.08142871
365.625	-0.33965546
365.75	-0.60091615
365.875	-0.8560606
366.0	-1.094391
366.125	-1.3047311
366.25	-1.4766518
366.375	-1.6016765
366.5	-1.6743131
366.625	-1.69276
366.75	-1.6592109
366.875	-1.5796825
367.0	-1.463356
367.125	-1.3216357
367.25	-1.1668235
367.375	-1.0108293
367.5	-0.8638767
367.625	-0.73348045
367.75	-0.62378204
367.875	-0.53532386
368.0	-0.46528795
368.125	-0.40813112
368.25	-0.35655904
368.375	-0.30266097
368.5	-0.23907033
368.625	-0.16002287
368.75	-0.062122047
368.875	0.055202585
369.0	0.18964206
369.125	0.33630475
369.25	0.48832744
369.375	0.6376643
369.5	0.7759931
369.625	0.89555216
369.75	0.9898285
369.875	1.0540721
370.0	1.0854717
370.125	1.0831554
370.25	1.0479201
370.375	0.98184687
370.5	0.8878347
370.625	0.7691698
370.75	0.62917906
370.875	0.47101325
371.0	0.2975764
371.125	0.111610636
371.25	-0.08416111
371.375	-0.28682598
371.5	-0.49312297
371.625	-0.69934464
371.75	-0.9013721
371.875	-1.0948397
372.0	-1.2754037
372.125	-1.4391036
372.25	-1.5827075
372.375	-1.7040442
372.5	-1.802197
372.625	-1.8775548
372.75	-1.9316729
372.875	-1.9669608
373.0	-1.9862121
373.125	-1.9921182
373.25	-1.9867171
373.375	-1.9709226
373.5	-1.9442828
373.625	-1.904859
373.75	-1.8494027
373.875	-1.7737118
374.0	-1.6732154
374.125	-1.5436388
374.25	-1.3817214
374.375	-1.1858441
374.5	-0.95652014
374.625	-0.6966445
374.75	-0.41148922
374.875	-0.108421676
375.0	0.20361672
375.125	0.51482844
375.25	0.8153523
375.375	1.0960805
375.5	1.3493807
375.625	1.5696399
375.75	1.7535986
375.875	1.9003956
376.0	2.0114076
376.125	2.089826
376.25	2.1401165
376.375	2.1673455
376.5	2.1765893
376.625	2.1722994
376.75	2.1578977
376.875	2.135479
377.0	2.1057923
377.125	2.0682037
377.25	2.0210764
377.375	1.9619938
377.5	1.8882071
377.625	1.7970356
377.75	1.68618
377.875	1.5540272
378.0	1.399845
378.125	1.2238814
378.25	1.0274339
378.375	0.81276804
378.5	0.5831025
378.625	0.34250447
378.75	0.0958093
378.875	-0.15149373
379.0	-0.39336312
379.125	-0.6233724
379.25	-0.834881
379.375	-1.0212867
379.5	-1.1763731
379.625	-1.2946458
379.75	-1.3717933
379.875	-1.4051003
380.0	-1.393843
380.125	-1.3396124
380.25	-1.2464616
380.375	-1.1209117
380.5	-0.971722
380.625	-0.8094217
380.75	-0.6456732
380.875	-0.49248073
381.0	-0.36125538
381.125	-0.26193774
381.25	-0.20216238
381.375	-0.18662108
381.5	-0.21665046
381.625	-0.29013345
381.75	-0.4017131
381.875	-0.5432925
382.0	-0.70477706
382.125	-0.8749845
382.25	-1.0426111
382.375	-1.1971368
382.5	-1.3296142
382.625	-1.4331475
382.75	-1.5031898
382.875	-1.5374897
383.0	-1.5357591
383.125	-1.4991791
383.25	-1.4297683
383.375	-1.3297738
383.5	-1.2011192
383.625	-1.0450935
383.75	-0.862224
383.875	-0.6524633
384.0	-0.41557184
384.125	-0.15168177
384.25	0.1380567
384.375	0.4508971
384.5	0.7820672
384.625	1.1245793
384.75	1.4693727
384.875	1.8057749
385.0	2.122268
385.125	2.4074457
385.25	2.6510644
385.375	2.8450146
385.5	2.9841702
385.625	3.0667877
385.75	3.0945525
385.875	3.0722756
386.0	3.0070145
386.125	2.9070454
386.25	2.7806132
386.375	2.6347063
386.5	2.4740472
386.625	2.300463
386.75	2.1126468
386.875	1.9065849
387.0	1.6763824
387.125	1.415475
387.25	1.1181077
387.375	0.7808347
387.5	0.4037538
387.625	-0.008627159
387.75	-0.44710743
387.875	-0.89816225
388.0	-1.3449446
388.125	-1.768848
388.25	-2.1513674
388.375	-2.4761622
388.5	-2.7308779
388.625	-2.9086008
388.75	-3.0087066
388.875	-3.036907
389.0	-3.004573
389.125	-2.9273007
389.25	-2.8230011
389.375	-2.7096024
389.5	-2.602928
389.625	-2.5146945
389.75	-2.4512327
389.875	-2.4128308
390.0	-2.3940005
390.125	-2.384462
390.25	-2.3708708
390.375	-2.3387961
390.5	-2.2750883
390.625	-2.1698165
390.75	-2.017886
390.875	-1.8199353
391.0	-1.5824509
391.125	-1.3170328
391.25	-1.0390115
391.375	-0.7655117
391.5	-0.5133109
391.625	-0.2967569
391.75	-0.12600836
391.875	-0.0059053446
392.0	0.06450926
392.125	0.09163349
392.25	0.08629818
392.375	0.062225208
392.5	0.034156907
392.625	0.015996622
392.75	0.01914523
392.875	0.051309075
393.0	0.11588488
393.125	0.21200345
393.25	0.33516333
393.375	0.47832045
393.5	0.63328105
393.625	0.7920916
393.75	0.9482865
393.875	1.0977571
394.0	1.2391574
394.125	1.3737528
394.25	1.504874
394.375	1.6369389
394.5	1.7744076
394.625	1.9206731
394.75	2.077187
394.875	2.2429829
395.0	2.4146323
395.125	2.5864751
395.25	2.7515721
395.375	2.9024918
395.5	3.0324774
395.625	3.1363711
395.75	3.2113113
395.875	3.257036
396.0	3.275765
396.125	3.2716904
396.25	3.2501283
396.375	3.2165053
396.5	3.1753275
396.625	3.1293554
396.75	3.0789936
396.875	3.0221384
397.0	2.954441
397.125	2.8699207
397.25	2.7618308
397.375	2.6237261
397.5	2.450392
397.625	2.2386866
397.75	1.987897
397.875	1.6999555
398.0	1.3790488
398.125	1.0310171
398.25	0.6625319
398.375	0.28020054
398.5	-0.11021978
398.625	-0.5043848
398.75	-0.8995827
398.875	-1.2945983
399.0	-1.6892806
399.125	-2.0837443
399.25	-2.4776278
399.375	-2.8692815
399.5	-3.2551434
399.625	-3.629521
399.75	-3.9846864
399.875	-4.3113966
400.0	-4.599754
400.125	-4.8402076
400.25	-5.024811
400.375	-5.1480775
400.5	-5.2079077
400.625	-5.2057242
400.75	-5.1465225
400.875	-5.038316
401.0	-4.891138
401.125	-4.7159343
401.25	-4.52334
401.375	-4.322528
401.5	-4.12044
401.625	-3.9211423
401.75	-3.7259607
401.875	-3.533705
402.0	-3.3414865
402.125	-3.1455464
402.25	-2.9423134
402.375	-2.7290998
402.5	-2.5048602
402.625	-2.2702322
402.75	-2.027569
402.875	-1.7802342
403.0	-1.5320015
403.125	-1.2861124
403.25	-1.0444448
403.375	-0.80691785
403.5	-0.5711555
403.625	-0.3325841
403.75	-0.08490511
403.875	0.17910405
404.0	0.46656838
404.125	0.7834481
404.25	1.1335427
404.375	1.51782
404.5	1.9340138
404.625	2.3767676
404.75	2.838096
404.875	3.3081598
405.0	3.7764082
405.125	4.232532
405.25	4.667509
405.375	5.074238
405.5	5.4478087
405.625	5.785553
405.75	6.0864477
405.875	6.3503447
406.0	6.577207
406.125	6.766104
406.25	6.914554
406.375	7.0180774
406.5	7.070209
406.625	7.063
406.75	6.9876857
406.875	6.835844
407.0	6.600625
407.125	6.2777467
407.25	5.8666525
407.375	5.370844
407.5	4.7982035
407.625	4.1605406
407.75	3.472862
407.875	2.7522671
408.0	2.0166392
408.125	1.2833351
408.25	0.5679762
408.375	-0.11648514
408.5	-0.7603413
408.625	-1.3573296
408.75	-1.9044651
408.875	-2.4015229
409.0	-2.8504317
409.125	-3.2544107
409.25	-3.6173599
409.375	-3.9431682
409.5	-4.2353106
409.625	-4.496732
409.75	-4.729708
409.875	-4.936035
410.0	-5.1171627
410.125	-5.2744045
410.25	-5.4089355
410.375	-5.521994
410.5	-5.614455
410.625	-5.6868467
410.75	-5.7389984
410.875	-5.7698264
411.0	-5.7771983
411.125	-5.7579055
411.25	-5.7079196
411.375	-5.622642
411.5	-5.4975553
411.625	-5.3286734
411.75	-5.1131907
411.875	-4.849983
412.0	-4.539946
412.125	-4.1860995
412.25	-3.7934692
412.375	-3.3688214
412.5	-2.9200628
412.625	-2.4557195
412.75	-1.9842067
412.875	-1.5133313
413.0	-1.049895
413.125	-0.59939665
413.25	-0.1659921
413.375	0.24735437
413.5	0.6386512
413.625	1.0065815
413.75	1.3502098
413.875	1.6688094
414.0	1.9617454
414.125	2.2285495
414.25	2.469047
414.375	2.6836066
414.5	2.873269
414.625	3.0399685
414.75	3.1864505
414.875	3.3161693
415.0	3.4329007
415.125	3.540312
415.25	3.6414235
415.375	3.7380383
415.5	3.8305035
415.625	3.9173372
415.75	3.9954252
415.875	4.060287
416.0	4.106737
416.125	4.1296144
416.25	4.124548
416.375	4.088813
416.5	4.0217853
416.625	3.9252346
416.75	3.8032002
416.875	3.6614757
417.0	3.5068192
417.125	3.3458948
417.25	3.1841893
417.375	3.0250964
417.5	2.869163
417.625	2.7138498
417.75	2.5537128
417.875	2.3811066
418.0	2.1872835
418.125	1.9638052
418.25	1.7039437
418.375	1.4040475
418.5	1.064509
418.625	0.69024503
418.75	0.29055816
418.875	-0.12160265
419.0	-0.530955
419.125	-0.92156065
419.25	-1.278703
419.375	-1.5906588
419.5	-1.850143
419.625	-2.055276
419.75	-2.2098331
419.875	-2.3227515
420.0	-2.40708
420.125	-2.4782884
420.25	-2.5522826
420.375	-2.6434731
420.5	-2.7628949
420.625	-2.9168646
420.75	-3.10622
420.875	-3.3261929
421.0	-3.5670466
421.125	-3.8152933
421.25	-4.0552173
421.375	-4.2706704
421.5	-4.4468284
421.625	-4.571577
421.75	-4.63667
421.875	-4.638016
422.0	-4.5757785
422.125	-4.4537272
422.25	-4.278333
422.375	-4.0576315
422.5	-3.8000398
422.625	-3.513428
422.75	-3.204249
422.875	-2.8772614
423.0	-2.5354748
423.125	-2.1804101
423.25	-1.8125901
423.375	-1.4321718
423.5	-1.0394602
423.625	-0.6353955
423.75	-0.22174685
423.875	0.19888124
424.0	0.62323815
424.125	1.0477738
424.25	1.4690006
424.375	1.8838245
424.5	2.2897508
424.625	2.6847944
424.75	3.067359
424.875	3.4357202
425.0	3.7876115
425.125	4.119608
425.25	4.426763
425.375	4.702465
425.5	4.9384456
425.625	5.1252155
425.75	5.2527447
425.875	5.3115177
426.0	5.2934237
426.125	5.192891
426.25	5.007723
426.375	4.7396235
426.5	4.3943396
426.625	3.9815464
426.75	3.5140512
426.875	3.0068886
427.0	2.4761064
427.125	1.9375744
427.25	1.4057558
427.375	0.89287627
427.5	0.4082947
427.625	-0.041741338
427.75	-0.45389768
427.875	-0.82733774
428.0	-1.1630359
428.125	-1.4630222
428.25	-1.7296678
428.375	-1.965122
428.5	-2.1708832
428.625	-2.3477244
428.75	-2.4957936
428.875	-2.6148067
429.0	-2.7044756
429.125	-2.7648542
429.25	-2.796548
429.375	-2.800887
429.5	-2.7797976
429.625	-2.7357023
429.75	-2.6710362
429.875	-2.5879478
430.0	-2.487996
430.125	-2.371888
430.25	-2.2395184
430.375	-2.0901935
430.5	-1.9230043
430.625	-1.7374009
430.75	-1.533788
430.875	-1.3140808
431.0	-1.0820246
431.125	-0.84333616
431.25	-0.6054757
431.375	-0.37710896
431.5	-0.16729292
431.625	0.015501581
431.75	0.16441849
431.875	0.27513763
432.0	0.34654114
432.125	0.38102585
432.25	0.3843672
432.375	0.36515996
432.5	0.33387002
432.625	0.3016241
432.75	0.27889147
432.875	0.27423045
433.0	0.29328194
433.125	0.33814022
433.25	0.40718904
433.375	0.4954482
433.5	0.5953589
433.625	0.69788504
433.75	0.79384273
433.875	0.87517345
434.0	0.93605983
434.125	0.97369623
434.25	0.98859113
434.375	0.984402
434.5	0.9673034
434.625	0.94498557
434.75	0.925447
434.875	0.9157315
435.0	0.9208236
435.125	0.94281846
435.25	0.9805209
435.375	1.0295024
435.5	1.0826159
435.625	1.1308663
435.75	1.1645693
435.875	1.1745651
436.0	1.1533983
436.125	1.0962329
436.25	1.0014441
436.375	0.87082297
436.5	0.7093322
436.625	0.5245239
436.75	0.3256796
436.875	0.12281802
437.0	-0.07432139
437.125	-0.25714216
437.25	-0.41885582
437.375	-0.55484295
437.5	-0.6627165
437.625	-0.7421072
437.75	-0.7942491
437.875	-0.82144237
438.0	-0.826494
438.125	-0.81224656
438.25	-0.78123325
438.375	-0.7355455
438.5	-0.67685664
438.625	-0.60663897
438.75	-0.5264464
438.875	-0.43825674
439.0	-0.34474605
439.125	-0.24946503
439.25	-0.15683854
439.375	-0.07198954
439.5	-0.00041334535
439.625	0.052499607
439.75	0.08198708
439.875	0.08445147
440.0	0.057873808
440.125	0.002151472
440.25	-0.08081651
440.375	-0.18721038
440.5	-0.3115797
440.625	-0.44730505
440.75	-0.58716285
440.875	-0.72392243
441.0	-0.85094875
441.125	-0.96271354
441.25	-1.0551678
441.375	-1.125975
441.5	-1.1745243
441.625	-1.2018489
441.75	-1.2103376
441.875	-1.2033929
442.0	-1.1850044
442.125	-1.1592797
442.25	-1.1300366
442.375	-1.1004183
442.5	-1.0725644
442.625	-1.0474236
442.75	-1.0246121
442.875	-1.0023874
443.0	-0.97773653
443.125	-0.9465473
443.25	-0.9038836
443.375	-0.8443112
443.5	-0.7623255
443.625	-0.65279436
443.75	-0.5114431
443.875	-0.3353108
444.0	-0.12316438
444.125	0.12416461
444.25	0.40358245
444.375	0.7096837
444.5	1.034868
444.625	1.3696523
444.75	1.703137
444.875	2.02363
445.0	2.3193514
445.125	2.5792158
445.25	2.7935326
445.375	2.9546828
445.5	3.0576255
445.625	3.1001878
445.75	3.0831692
445.875	3.0102196
446.0	2.88746
446.125	2.7229967
446.25	2.5262403
446.375	2.3071914
446.5	2.0757868
446.625	1.8411407
446.75	1.6110969
446.875	1.3918059
447.0	1.1874917
447.125	1.0004348
447.25	0.83105266
447.375	0.6781485
447.5	0.53923327
447.625	0.41088948
447.75	0.28916168
447.875	0.16990922
448.0	0.049113065
448.125	-0.076871514
448.25	-0.21112615
448.375	-0.35604736
448.5	-0.5132581
448.625	-0.68355554
448.75	-0.8668792
448.875	-1.0622873
449.0	-1.2679224
449.125	-1.4810165
449.25	-1.6978706
449.375	-1.9139229
449.5	-2.1237948
449.625	-2.3214853
449.75	-2.5005386
449.875	-2.6544025
450.0	-2.7767408
450.125	-2.8618715
450.25	-2.905195
450.375	-2.9035985
450.5	-2.855813
450.625	-2.7626598
450.75	-2.6271262
450.875	-2.4543583
451.0	-2.251362
451.125	-2.026636
451.25	-1.7895452
451.375	-1.5497434
451.5	-1.3163596
451.625	-1.0973622
451.75	-0.8988933
451.875	-0.72488993
452.0	-0.5767229
452.125	-0.45326248
452.25	-0.3510533
452.375	-0.26477575
452.5	-0.18788469
452.625	-0.113343865
452.75	-0.03443968
452.875	0.05449034
453.0	0.15741932
453.125	0.2761988
453.25	0.41036484
453.375	0.55718744
453.5	0.7119801
453.625	0.8686044
453.75	1.020113
453.875	1.1594857
454.0	1.280309
454.125	1.3773953
454.25	1.4472431
454.375	1.4882663
454.5	1.5008602
454.625	1.4872029
454.75	1.4509695
454.875	1.3968673
455.0	1.3301696
455.125	1.2562383
455.25	1.1801533
455.375	1.1064122
455.5	1.038811
455.625	0.98035336
455.75	0.9333842
455.875	0.8996377
456.0	0.8804128
456.125	0.87664133
456.25	0.8889085
456.375	0.91741854
456.5	0.9618559
456.625	1.0212063
456.75	1.0935793
456.875	1.1760628
457.0	1.2646552
457.125	1.3543451
457.25	1.4392889
457.375	1.5131776
457.5	1.5696507
457.625	1.6028614
457.75	1.6079146
457.875	1.5813642
458.0	1.5214485
458.125	1.4282646
458.25	1.3036336
458.375	1.1508396
458.5	0.9741929
458.625	0.7784521
458.75	0.5682847
458.875	0.3477621
459.0	0.11998564
459.125	-0.11307361
459.25	-0.35052744
459.375	-0.59231406
459.5	-0.8387557
459.625	-1.0899931
459.75	-1.345461
459.875	-1.6033573
460.0	-1.8603239
460.125	-2.111308
460.25	-2.349695
460.375	-2.5676346
460.5	-2.7566164
460.625	-2.9081712
460.75	-3.0145066
460.875	-3.0692573
461.0	-3.0679755
461.125	-3.0084271
461.25	-2.890733
461.375	-2.717232
461.5	-2.4921641
461.625	-2.2212842
461.75	-1.9113286
461.875	-1.5696374
462.0	-1.2038274
462.125	-0.82159895
462.25	-0.43068305
462.375	-0.038941987
462.5	0.34549567
462.625	0.7140829
462.75	1.0578285
462.875	1.36736
463.0	1.6332821
463.125	1.8465986
463.25	1.9994901
463.375	2.0859735
463.5	2.1027393
463.625	2.04977
463.75	1.9307399
463.875	1.7530946
464.0	1.5277712
464.125	1.2684658
464.25	0.9906287
464.375	0.7102016
464.5	0.44221094
464.625	0.19951434
464.75	-0.008333275
464.875	-0.17579244
465.0	-0.30162364
465.125	-0.38868433
465.25	-0.44326532
465.375	-0.4740379
465.5	-0.49080247
465.625	-0.5030958
465.75	-0.5189786
465.875	-0.5440193
466.0	-0.58068436
466.125	-0.62816006
466.25	-0.68261915
466.375	-0.73788595
466.5	-0.78637886
466.625	-0.8201902
466.75	-0.8321611
466.875	-0.8168061
467.0	-0.7709604
467.125	-0.6940951
467.25	-0.5883086
467.375	-0.45796898
467.5	-0.3091407
467.625	-0.14888918
467.75	0.0154459365
467.875	0.17688066
468.0	0.3292527
468.125	0.46749017
468.25	0.58767295
468.375	0.686948
468.5	0.7633335
468.625	0.81552297
468.75	0.84275126
468.875	0.8447596
469.0	0.8219127
469.125	0.77543145
469.25	0.70766616
469.375	0.6224064
469.5	0.5250533
469.625	0.4226142
469.75	0.32344508
469.875	0.23676886
470.0	0.17188527
470.125	0.13727403
470.25	0.13959035
470.375	0.18278359
470.5	0.2673919
470.625	0.3902186
470.75	0.54437995
470.875	0.71984595
471.0	0.9043534
471.125	1.0846504
471.25	1.2478589
471.375	1.3828856
471.5	1.4815525
471.625	1.5393678
471.75	1.5558898
471.875	1.5344263
472.0	1.4813327
472.125	1.4048578
472.25	1.313725
472.375	1.2157031
472.5	1.1163138
472.625	1.0179251
472.75	0.9192881
472.875	0.8156924
473.0	0.6996787
473.125	0.5622007
473.25	0.39411846
473.375	0.18780471
473.5	-0.061374918
473.625	-0.35390323
473.75	-0.6854388
473.875	-1.0467534
474.0	-1.4242489
474.125	-1.8010913
474.25	-2.158678
474.375	-2.478412
474.5	-2.743409
474.625	-2.940113
474.75	-3.0594096
474.875	-3.097358
475.0	-3.0553095
475.125	-2.939479
475.25	-2.7600937
475.375	-2.5303051
475.5	-2.2647827
475.625	-1.9785266
475.75	-1.6857215
475.875	-1.3988807
476.0	-1.1283655
476.125	-0.8821828
476.25	-0.66604006
476.375	-0.48362103
476.5	-0.33689263
476.625	-0.22644088
476.75	-0.1516677
476.875	-0.11086707
477.0	-0.101182565
477.125	-0.11846334
477.25	-0.1570854
477.375	-0.20986207
477.5	-0.2680907
477.625	-0.3218085
477.75	-0.36028638
477.875	-0.37275365
478.0	-0.34926587
478.125	-0.2816547
478.25	-0.16442357
478.375	0.004538008
478.5	0.22351001
478.625	0.4868604
478.75	0.78533417
478.875	1.1067518
479.0	1.4369439
479.125	1.760893
479.25	2.0639672
479.375	2.332988
479.5	2.557203
479.625	2.7288084
479.75	2.8433049
479.875	2.8993592
480.0	2.8984756
480.125	2.8443878
480.25	2.74241
480.375	2.5986989
480.5	2.4197633
480.625	2.2119658
480.75	1.981322
480.875	1.7334573
481.0	1.4736875
481.125	1.2071888
481.25	0.939117
481.375	0.6747205
481.5	0.41924298
481.625	0.17775762
481.75	-0.045176215
481.875	-0.2458995
482.0	-0.42206466
482.125	-0.5729548
482.25	-0.69966006
482.375	-0.8050257
482.5	-0.8933927
482.625	-0.9700891
482.75	-1.0408053
482.875	-1.1108041
483.0	-1.1842805
483.125	-1.2637186
483.25	-1.3495557
483.375	-1.4400898
483.5	-1.5316591
483.625	-1.6191331
483.75	-1.696518
483.875	-1.7577475
484.0	-1.7973596
484.125	-1.8111422
484.25	-1.796486
484.375	-1.7524841
484.5	-1.6798481
484.625	-1.5804814
484.75	-1.4569896
484.875	-1.3121663
485.0	-1.1485391
485.125	-0.96807444
485.25	-0.77216125
485.375	-0.56186837
485.5	-0.33837712
485.625	-0.10359955
485.75	0.13919713
485.875	0.38488504
486.0	0.6262059
486.125	0.85386944
486.25	1.0570483
486.375	1.2242405
486.5	1.3444889
486.625	1.4087259
486.75	1.4111563
486.875	1.3503721
487.0	1.2301383
487.125	1.0595795
487.25	0.85276043
487.375	0.6276483
487.5	0.40451583
487.625	0.203968
487.75	0.044837322
487.875	-0.05786013
488.0	-0.09458163
488.125	-0.062366094
488.25	0.034765717
488.375	0.18620302
488.5	0.37583628
488.625	0.58378726
488.75	0.78850585
488.875	0.9690115
489.0	1.1070179
489.125	1.1886613
489.25	1.2056752
489.375	1.1558703
489.5	1.0428914
489.625	0.87538135
489.75	0.665594
489.875	0.42775905
490.0	0.17637931
490.125	-0.075324796
490.25	-0.3166027
490.375	-0.539897
490.5	-0.74105704
490.625	-0.9190419
490.75	-1.0752552
490.875	-1.2125914
491.0	-1.334454
491.125	-1.4438201
491.25	-1.5425613
491.375	-1.6310523
491.5	-1.7081527
491.625	-1.7715133
491.75	-1.8180698
491.875	-1.8447341
492.0	-1.8489951
492.125	-1.8294404
492.25	-1.7860634
492.375	-1.7202268
492.5	-1.6344389
492.625	-1.5318892
492.75	-1.4158157
492.875	-1.2889409
493.0	-1.1529279
493.125	-1.0081209
493.25	-0.85347813
493.375	-0.6868416
493.5	-0.5054332
493.625	-0.30654213
493.75	-0.088275135
493.875	0.1497382
494.0	0.40580666
494.125	0.675904
494.25	0.9537016
494.375	1.230937
494.5	1.4980637
494.625	1.7451011
494.75	1.962543
494.875	2.1423333
495.0	2.2785256
495.125	2.3679214
495.25	2.4101532
495.375	2.4076486
495.5	2.3652406
495.625	2.2895167
495.75	2.1880934
495.875	2.0688808
496.0	1.9392903
496.125	1.8057913
496.25	1.6734977
496.375	1.5460618
496.5	1.4257014
496.625	1.3134373
496.75	1.2093679
496.875	1.112966
497.0	1.0233866
497.125	0.9396231
497.25	0.86064374
497.375	0.78537816
497.5	0.71268934
497.625	0.6413178
497.75	0.56981856
497.875	0.4966323
498.0	0.42015547
498.125	0.338939
498.25	0.25192463
498.375	0.1586814
498.5	0.059604783
498.625	-0.043989938
498.75	-0.14991516
498.875	-0.25532806
499.0	-0.3570843
499.125	-0.45223635
499.25	-0.5385609
499.375	-0.6150575
499.5	-0.68235236
499.625	-0.7428645
499.75	-0.80077875
499.875	-0.86167544
500.0	-0.9319745
500.125	-1.0181048
500.25	-1.1256807
500.375	-1.2585341
500.5	-1.4180553
500.625	-1.6026342
500.75	-1.8074857
500.875	-2.0248523
501.0	-2.2445457
501.125	-2.4548264
501.25	-2.6433928
501.375	-2.798633
501.5	-2.9106476
501.625	-2.9721956
501.75	-2.9792864
501.875	-2.9314706
502.0	-2.8316674
502.125	-2.6857488
502.25	-2.5017254
502.375	-2.2888498
502.5	-2.0566192
502.625	-1.8138996
502.75	-1.5681696
502.875	-1.3250695
503.0	-1.0881944
503.125	-0.8592168
503.25	-0.6382129
503.375	-0.42413393
503.5	-0.21539281
503.625	-0.010389959
503.75	0.19203824
503.875	0.39232913
504.0	0.59007627
504.125	0.7840742
504.25	0.97251046
504.375	1.1532147
504.5	1.3239241
504.625	1.4825438
504.75	1.6272832
504.875	1.7567197
505.0	1.869757
505.125	1.9655054
505.25	2.0431833
505.375	2.1019537
505.5	2.140914
505.625	2.1591735
505.75	2.1559458
505.875	2.130877
506.0	2.084333
506.125	2.0176926
506.25	1.9336458
506.375	1.8362573
506.5	1.7309312
506.625	1.6241633
506.75	1.5230747
506.875	1.4347903
507.0	1.3657464
507.125	1.3209686
507.25	1.3034161
507.375	1.313532
507.5	1.3490252
507.625	1.4048854
507.75	1.4737611
507.875	1.5465144
508.0	1.613049
508.125	1.6631818
508.25	1.6875399
508.375	1.6783825
508.5	1.6302006
508.625	1.5401525
508.75	1.4081404
508.875	1.2366893
509.0	1.0305933
509.125	0.79634124
509.25	0.5415034
509.375	0.27409455
509.5	0.0019630876
509.625	-0.2676851
509.75	-0.5286348
509.875	-0.77585024
510.0	-1.0055395
510.125	-1.2151113
510.25	-1.4030218
510.375	-1.5686705
510.5	-1.7122003
510.625	-1.8343952
510.75	-1.9365474
510.875	-2.0203757
511.0	-2.087963
511.125	-2.141618
511.25	-2.1837914
511.375	-2.2168674
511.5	-2.242982
511.625	-2.2637928
511.75	-2.280204
511.875	-2.2922277
512.0	-2.2988737
512.125	-2.298059
512.25	-2.2867799
512.375	-2.2612967
512.5	-2.2175355
512.625	-2.1514163
512.75	-2.0594616
512.875	-1.9390364
513.0	-1.7888883
513.125	-1.6093243
513.25	-1.4023452
513.375	-1.1715516
513.5	-0.922005
513.625	-0.6598567
513.75	-0.39194933
513.875	-0.12538415
514.0	0.1329293
514.125	0.37663463
514.25	0.60023385
514.375	0.79927725
514.5	0.9704495
514.625	1.1115957
514.75	1.2216332
514.875	1.300507
515.0	1.349065
515.125	1.368948
515.25	1.3625113
515.375	1.3327346
515.5	1.2831125
515.625	1.217522
515.75	1.1400812
515.875	1.05492
516.0	0.9659183
516.125	0.87644595
516.25	0.7891026
516.375	0.70549613
516.5	0.6261179
516.625	0.5503771
516.75	0.4767468
516.875	0.40308776
517.0	0.32709968
517.125	0.24685018
517.25	0.1613182
517.375	0.07088081
517.5	-0.022362463
517.625	-0.114456415
517.75	-0.19975114
517.875	-0.27129686
518.0	-0.32151872
518.125	-0.34305608
518.25	-0.32970142
518.375	-0.27730694
518.5	-0.18455169
518.625	-0.05345059
518.75	0.11047986
518.875	0.298422
519.0	0.4988462
519.125	0.6984316
519.25	0.88319206
519.375	1.0397413
519.5	1.1564955
519.625	1.2247202
519.75	1.2392846
519.875	1.1990533
520.0	1.106875
520.125	0.969198
520.25	0.7953707
520.375	0.59670156
520.5	0.38544202
520.625	0.17377399
520.75	-0.027056847
520.875	-0.2074081
521.0	-0.35964817
521.125	-0.47829252
521.25	-0.5599265
521.375	-0.60295326
